hub_id,facility_id,hub_source_row_id,hub_name,hub_name_clean,hub_level,ownership,subregion,longitude,latitude,coordinate_valid,coordinate_source,cl_binary,hu_binary,nbs_binary,tr_binary,hub_service_score,hub_service_deficit,hub_readiness,eligible_primary_hub,eligible_strong_hub,eligible_full_hub,eligible_treatment_any_hub,eligible_transfusion_ready_hub,catchment_population,scd_admissions,scd_deaths,hbs_mean,pfpr_mean,master_name,master_name_clean,master_type,master_ownership,master_authority,master_status,master_region,master_district,master_county,master_subcounty,master_name_match_flag,no,facility_name,facility_type,cl,hu,nbs,tr,co_risk_product,hbs_minmax,pfpr_minmax,co_risk_additive_standardised,master_longitude,master_latitude,master_coordinate_valid
HF0966,HF0966,78,Amuria HC IV,AMURIA HC IV,HC IV,Government,TESO,33.64034,2.03481,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,240177,0,0,0.077923,0.420749,Amuria HC IV,AMURIA HC IV,HC IV,Government,MOH,Functional,NA,AMURIA,AMURIA,AMURIA TOWN COUNCIL,exact_clean_name_match,78,Amuria HC IV,HC IV,0,0,0,0,0.03278602,0.70791283,0.82850396,0.7682084,33.64034,2.03481,TRUE
HF0975,HF0975,79,Kapelebyong HC IV,KAPELEBYONG HC IV,HC IV,Government,TESO,33.77463,2.27848,TRUE,facilities_master_by_facility_id,1,0,0,1,2,0.5,partial_hub_score_2,TRUE,FALSE,FALSE,TRUE,TRUE,62411,192,5,0.06439,0.498163,Kapelebyong HC IV,KAPELEBYONG HC IV,HC IV,Government,MOH,Functional,NA,AMURIA,KAPELEBYONG,KAPELEBYONG,exact_clean_name_match,79,Kapelebyong HC IV,HC IV,1,0,0,1,0.03207672,0.53655047,1,0.76827523,33.77463,2.27848,TRUE
HF0998,HF0998,80,Budaka HC IV,BUDAKA HC IV,HC IV,Government,BUKEDI,33.95179,1.01983,TRUE,facilities_master_by_facility_id,1,1,0,0,2,0.5,partial_hub_score_2,TRUE,FALSE,FALSE,TRUE,FALSE,230903,0,0,0.089879,0.235467,Budaka HC IV,BUDAKA HC IV,HC IV,Government,MOH,Functional,NA,BUDAKA,BUDAKA,BUDAKA TOWN COUNCIL,exact_clean_name_match,80,Budaka HC IV,HC IV,1,1,0,0,0.02116354,0.85930635,0.41804681,0.63867658,33.95179,1.01983,TRUE
HF1015,HF1015,81,Bududa HOSPITAL,BUDUDA HOSPITAL,General Hospital,Government,BUGISU,34.332262,1.00907,TRUE,facilities_master_by_facility_id,1,0,1,1,3,0.25,strong_hub_score_3,TRUE,TRUE,FALSE,TRUE,TRUE,388002,206,9,0.066579,0.191692,Bududa HOSPITAL,BUDUDA HOSPITAL,General Hospital,Government,MOH,Functional,NA,BUDUDA,MANJIYA,BUDUDA TOWN COUNCIL,exact_clean_name_match,81,Bududa HOSPITAL,General Hospital,1,0,1,1,0.01276266,0.5642688,0.32107159,0.4426702,34.332262,1.00907,TRUE
HF1032,HF1032,82,Bugiri HOSPITAL,BUGIRI HOSPITAL,General Hospital,Government,BUSOGA,33.742088,0.575261,TRUE,facilities_master_by_facility_id,1,1,1,1,4,0,full_hub_score_4,TRUE,TRUE,TRUE,TRUE,TRUE,292996,551,9,0.092077,0.270391,Bugiri HOSPITAL,BUGIRI HOSPITAL,General Hospital,Government,MOH,Functional,NA,BUGIRI,BUGIRI MUNICIPALITY,WESTERN DIVISION,exact_clean_name_match,82,Bugiri HOSPITAL,General Hospital,1,1,1,1,0.02489679,0.88713864,0.49541431,0.69127648,33.742088,0.575261,TRUE
HF1063,HF1063,83,Nankoma HC IV,NANKOMA HC IV,HC IV,Government,BUSOGA,33.678343,0.454007,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,232165,0,0,0.092523,0.333979,Nankoma HC IV,NANKOMA HC IV,HC IV,Government,MOH,Functional,NA,BUGIRI,BUKOOLI NORTH,NANKOMA,exact_clean_name_match,83,Nankoma HC IV,HC IV,0,0,0,0,0.03090074,0.89278614,0.63628147,0.76453381,33.678343,0.454007,TRUE
HF1065,HF1065,84,Bukedea HC IV,BUKEDEA HC IV,HC IV,Government,TESO,34.04192,1.33219,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,180776,0,0,0.071101,0.333491,Bukedea HC IV,BUKEDEA HC IV,HC IV,Government,MOH,Functional,NA,BUKEDEA,BUKEDEA,BUKEDEA TOWN COUNCIL,exact_clean_name_match,84,Bukedea HC IV,HC IV,0,0,0,0,0.02371154,0.62152888,0.6352004,0.62836464,34.04192,1.33219,TRUE
HF1092,HF1092,85,Muyembe HC IV,MUYEMBE HC IV,HC IV,Government,BUGISU,34.29106,1.33071,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,278504,0,0,0.056308,0.22125,Muyembe HC IV,MUYEMBE HC IV,HC IV,Government,MOH,Functional,NA,BULAMBULI,BULAMBULI,BULAMBULI TOWN COUNCIL,exact_clean_name_match,85,Muyembe HC IV,HC IV,0,0,0,0,0.01245814,0.43421169,0.38655174,0.41038171,34.29106,1.33071,TRUE
HF1113,HF1113,86,Dabani HOSPITAL,DABANI HOSPITAL,General Hospital,Private Not For Profit,BUKEDI,34.051798,0.439779,TRUE,facilities_master_by_facility_id,1,1,1,1,4,0,full_hub_score_4,TRUE,TRUE,TRUE,TRUE,TRUE,297299,556,5,0.09492,0.359669,Dabani HOSPITAL,DABANI HOSPITAL,General Hospital,Private Not For Profit,UCMB,Functional,NA,BUSIA,SAMIA-BUGWE,DABANI,exact_clean_name_match,86,Dabani HOSPITAL,General Hospital,1,1,1,1,0.03413978,0.92313829,0.69319279,0.80816554,34.051798,0.439779,TRUE
HF1125,HF1125,87,Busolwe HOSPITAL,BUSOLWE HOSPITAL,General Hospital,Government,BUKEDI,33.928311,0.852506,TRUE,facilities_master_by_facility_id,1,1,1,1,4,0,full_hub_score_4,TRUE,TRUE,TRUE,TRUE,TRUE,195701,679,11,0.093691,0.219096,Busolwe HOSPITAL,BUSOLWE HOSPITAL,General Hospital,Government,MOH,Functional,NA,BUTALEJA,BUNYOLE,BUSOLWE TOWN COUNCIL,exact_clean_name_match,87,Busolwe HOSPITAL,General Hospital,1,1,1,1,0.02052732,0.90757601,0.38177996,0.64467798,33.928311,0.852506,TRUE
HF1130,HF1130,88,Kabasa Memorial HOSPITAL,KABASA MEMORIAL HOSPITAL,General Hospital,Private Not For Profit,BUKEDI,34.0327,0.95557,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,182641,11,0,0.086744,0.205876,Kabasa Memorial HOSPITAL,KABASA MEMORIAL HOSPITAL,General Hospital,Private Not For Profit,Local Government,Functional,NA,BUTALEJA,BUNYOLE,MAZIMASA,exact_clean_name_match,88,Kabasa Memorial HOSPITAL,General Hospital,0,0,0,0,0.01785851,0.81960923,0.35249355,0.58605139,34.0327,0.95557,TRUE
HF1147,HF1147,89,Kidera HC IV,KIDERA HC IV,HC IV,Government,BUSOGA,32.989,1.33687,TRUE,facilities_master_by_facility_id,1,1,0,0,2,0.5,partial_hub_score_2,TRUE,FALSE,FALSE,TRUE,FALSE,111894,0,0,0.08849,0.327385,Kidera HC IV,KIDERA HC IV,HC IV,Government,MOH,Functional,NA,BUYENDE,BUDIOPE,KIDERA,exact_clean_name_match,89,Kidera HC IV,HC IV,1,1,0,0,0.0289703,0.84171806,0.62167371,0.73169589,32.989,1.33687,TRUE
HF1165,HF1165,90,Busesa HC IV,BUSESA HC IV,HC IV,Government,BUSOGA,33.59166,0.62609,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,136566,0,0,0.084865,0.321657,Busesa HC IV,BUSESA HC IV,HC IV,Government,MOH,Functional,NA,IGANGA,BUGWERI,IBULANKU,exact_clean_name_match,90,Busesa HC IV,HC IV,0,0,0,0,0.02729742,0.79581629,0.60898441,0.70240035,33.59166,0.62609,TRUE
HF1166,HF1166,91,Iganga HOSPITAL,IGANGA HOSPITAL,General Hospital,Government,BUSOGA,33.48449,0.61649,TRUE,facilities_master_by_facility_id,1,1,1,1,4,0,full_hub_score_4,TRUE,TRUE,TRUE,TRUE,TRUE,449866,1041,5,0.092036,0.345232,Iganga HOSPITAL,IGANGA HOSPITAL,General Hospital,Government,MOH,Functional,NA,IGANGA,IGANGA MUNICIPALITY,CENTRAL DIVISION,exact_clean_name_match,91,Iganga HOSPITAL,General Hospital,1,1,1,1,0.03177377,0.88661948,0.66121036,0.77391492,33.48449,0.61649,TRUE
HF1180,HF1180,92,Bugono HC IV,BUGONO HC IV,HC IV,Government,BUSOGA,33.45024,0.81084,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,129867,0,0,0.097159,0.344412,Bugono HC IV,BUGONO HC IV,HC IV,Government,MOH,Functional,NA,IGANGA,KIGULU,NABITENDE,exact_clean_name_match,92,Bugono HC IV,HC IV,0,0,0,0,0.03346273,0.95148975,0.6593938,0.80544178,33.45024,0.81084,TRUE
HF1207,HF1207,93,Budondo HC IV,BUDONDO HC IV,HC IV,Government,BUSOGA,33.16165,0.51725,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,128509,0,0,0.093443,0.229597,Budondo HC IV,BUDONDO HC IV,HC IV,Government,MOH,Functional,NA,JINJA,KAGOMA,BUDONDO,exact_clean_name_match,93,Budondo HC IV,HC IV,0,0,0,0,0.02145423,0.90443569,0.40504293,0.65473931,33.16165,0.51725,TRUE
HF1209,HF1209,94,Bugembe HC IV,BUGEMBE HC IV,HC IV,Government,BUSOGA,33.23708,0.46433,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,88179,0,0,0.094911,0.237416,Bugembe HC IV,BUGEMBE HC IV,HC IV,Government,MOH,Functional,NA,JINJA,BUTEMBE,BUGEMBE TOWN COUNCIL,exact_clean_name_match,94,Bugembe HC IV,HC IV,0,0,0,0,0.02253339,0.92302432,0.42236445,0.67269439,33.23708,0.46433,TRUE
HF1234,HF1234,95,Buwenge NGO Hospital,BUWENGE NGO HOSPITAL,General Hospital,Private Not For Profit,BUSOGA,33.17278,0.64781,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,195011,78,3,0.09558,0.313785,Buwenge NGO Hospital,BUWENGE NGO HOSPITAL,General Hospital,Private Not For Profit,UMMB,Functional,NA,JINJA,KAGOMA,BUWENGE TOWN COUNCIL,exact_clean_name_match,95,Buwenge NGO Hospital,General Hospital,0,0,0,1,0.02999157,0.93149557,0.59154549,0.76152053,33.17278,0.64781,TRUE
HF1246,HF1246,96,Walukuba HC IV,WALUKUBA HC IV,HC IV,Government,BUSOGA,33.22508,0.43824,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,31392,0,0,0.094163,0.20683000000000001,Walukuba HC IV,WALUKUBA HC IV,HC IV,Government,MOH,Functional,NA,JINJA,JINJA MUNICIPALITY,MPUMUDDE DIVISION,exact_clean_name_match,96,Walukuba HC IV,HC IV,0,0,0,0,0.01947573,0.91355273,0.35460696,0.63407985,33.22508,0.43824,TRUE
HF1249,HF1249,97,Mpumudde HC IV,MPUMUDDE HC IV,HC IV,Government,BUSOGA,33.21235,0.45993,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,145831,0,0,0.092855,0.193894,Mpumudde HC IV,MPUMUDDE HC IV,HC IV,Government,MOH,Functional,NA,JINJA,JINJA MUNICIPALITY,MPUMUDDE DIVISION,exact_clean_name_match,97,Mpumudde HC IV,HC IV,0,0,0,0,0.01800403,0.89699011,0.3259497,0.6114699,33.21235,0.45993,TRUE
HF1250,HF1250,98,Kakira Worker's HOSPITAL,KAKIRA WORKER S HOSPITAL,General Hospital,Private For Profit,BUSOGA,33.29428,0.50921,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,206568,54,0,0.094793,0.289294,Kakira Worker's HOSPITAL,KAKIRA WORKER S HOSPITAL,General Hospital,Private For Profit,NA,Functional,NA,JINJA,BUTEMBE,KAKIRA TOWN COUNCIL,exact_clean_name_match,98,Kakira Worker's HOSPITAL,General Hospital,0,0,0,1,0.02742305,0.92153014,0.53729032,0.72941023,33.29428,0.50921,TRUE
HF1269,HF1269,99,Kaberamaido HC IV,KABERAMAIDO HC IV,HC IV,Government,TESO,33.16359,1.77863,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,91502,0,0,0.079756,0.255527,Kaberamaido HC IV,KABERAMAIDO HC IV,HC IV,Government,MOH,Functional,NA,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO TOWN COUNCIL,exact_clean_name_match,99,Kaberamaido HC IV,HC IV,0,0,0,0,0.02037981,0.7311233,0.46248593,0.59680462,33.16359,1.77863,TRUE
HF1276,HF1276,100,Lwala HOSPITAL,LWALA HOSPITAL,General Hospital,Private Not For Profit,TESO,33.27758,1.86232,TRUE,facilities_master_by_facility_id,0,0,1,1,2,0.5,partial_hub_score_2,TRUE,FALSE,FALSE,TRUE,TRUE,119681,864,11,0.073597,0.302355,Lwala HOSPITAL,LWALA HOSPITAL,General Hospital,Private Not For Profit,UCMB,Functional,NA,KABERAMAIDO,KALAKI,OTUBOI,exact_clean_name_match,100,Lwala HOSPITAL,General Hospital,0,0,1,1,0.02225242,0.65313462,0.56622449,0.60967956,33.27758,1.86232,TRUE
HF1281,HF1281,101,Bumanya HC IV,BUMANYA HC IV,HC IV,Government,BUSOGA,33.49555,1.00204,TRUE,facilities_master_by_facility_id,1,0,0,0,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,FALSE,245575,0,0,0.09818,0.311274,Bumanya HC IV,BUMANYA HC IV,HC IV,Government,MOH,Functional,NA,KALIRO,BULAMOGI,BUMANYA,exact_clean_name_match,101,Bumanya HC IV,HC IV,1,0,0,0,0.03056088,0.96441822,0.58598284,0.77520053,33.49555,1.00204,TRUE
HF1312,HF1312,102,Kamuli HOSPITAL,KAMULI HOSPITAL,General Hospital,Government,BUSOGA,33.12034,0.95039,TRUE,facilities_master_by_facility_id,1,1,1,1,4,0,full_hub_score_4,TRUE,TRUE,TRUE,TRUE,TRUE,196516,17,0,0.098284,0.362318,Kamuli HOSPITAL,KAMULI HOSPITAL,General Hospital,Government,MOH,Functional,NA,KAMULI,KAMULI MUNICIPALITY,SOUTHERN DIVISION,exact_clean_name_match,102,Kamuli HOSPITAL,General Hospital,1,1,1,1,0.03561006,0.96573512,0.69906115,0.83239814,33.12034,0.95039,TRUE
HF1313,HF1313,103,Kamuli Mission Hospital,KAMULI MISSION HOSPITAL,General Hospital,Private Not For Profit,BUSOGA,33.12793,0.93169,TRUE,facilities_master_by_facility_id,1,0,1,1,3,0.25,strong_hub_score_3,TRUE,TRUE,FALSE,TRUE,TRUE,160864,190,4,0.097706,0.355988,Kamuli Mission Hospital,KAMULI MISSION HOSPITAL,General Hospital,Private Not For Profit,UCMB,Functional,NA,KAMULI,KAMULI MUNICIPALITY,NORTHERN DIVISION,exact_clean_name_match,103,Kamuli Mission Hospital,General Hospital,1,0,1,1,0.03478216,0.95841617,0.68503824,0.8217272,33.12793,0.93169,TRUE
HF1322,HF1322,104,Nankandulo HC IV,NANKANDULO HC IV,HC IV,Government,BUSOGA,33.07762,0.67919,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,176006,0,0,0.093792,0.301473,Nankandulo HC IV,NANKANDULO HC IV,HC IV,Government,MOH,Functional,NA,KAMULI,BUZAAYA,KISOZI,exact_clean_name_match,104,Nankandulo HC IV,HC IV,0,0,0,0,0.02827576,0.90885493,0.56427059,0.73656276,33.07762,0.67919,TRUE
HF1340,HF1340,105,Namwendwa HC IV,NAMWENDWA HC IV,HC IV,Government,BUSOGA,33.24814,0.92059,TRUE,facilities_master_by_facility_id,0,0,1,0,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,FALSE,FALSE,177898,0,0,0.099858,0.367373,Namwendwa HC IV,NAMWENDWA HC IV,HC IV,Government,MOH,Functional,NA,KAMULI,BUGABULA,NAMWENDWA,exact_clean_name_match,105,Namwendwa HC IV,HC IV,0,0,1,0,0.03668513,0.98566599,0.71025955,0.84796277,33.24814,0.92059,TRUE
HF1354,HF1354,106,Kapchorwa HOSPITAL,KAPCHORWA HOSPITAL,General Hospital,Government,BUGISU,34.44148,1.40541,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,182969,39,1,0.044276,0.179893,Kapchorwa HOSPITAL,KAPCHORWA HOSPITAL,General Hospital,Government,MOH,Functional,NA,KAPCHORWA,KAPCHORWA MUNICIPALITY,CENTRAL DIVISION,exact_clean_name_match,106,Kapchorwa HOSPITAL,General Hospital,0,0,0,1,0.00796494,0.28185582,0.29493314,0.28839448,34.44148,1.40541,TRUE
HF1375,HF1375,107,Katakwi General Hospital,KATAKWI GENERAL HOSPITAL,General Hospital,Government,TESO,33.96227,1.92008,TRUE,facilities_master_by_facility_id,1,1,0,1,3,0.25,strong_hub_score_3,TRUE,TRUE,FALSE,TRUE,TRUE,111728,957,1,0.061564,0.483768,Katakwi General Hospital,KATAKWI GENERAL HOSPITAL,General Hospital,Government,MOH,Functional,NA,KATAKWI,USUK,KATAKWI TOWN COUNCIL,exact_clean_name_match,107,Katakwi General Hospital,General Hospital,1,1,0,1,0.02978269,0.50076608,0.96811061,0.73443835,33.96227,1.92008,TRUE
HF1390,HF1390,108,Toroma HC IV,TOROMA HC IV,HC IV,Government,TESO,33.96714,1.75491,TRUE,facilities_master_by_facility_id,1,0,0,0,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,FALSE,45096,0,0,0.066162,0.448825,Toroma HC IV,TOROMA HC IV,HC IV,Government,MOH,Functional,NA,KATAKWI,TOROMA,TOROMA,exact_clean_name_match,108,Toroma HC IV,HC IV,1,0,0,0,0.02969516,0.55898852,0.89070101,0.72484477,33.96714,1.75491,TRUE
HF1405,HF1405,109,Kibuku HC IV,KIBUKU HC IV,HC IV,Government,BUKEDI,33.79967,1.05046,TRUE,facilities_master_by_facility_id,1,0,0,0,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,FALSE,173371,0,0,0.094018,0.244986,Kibuku HC IV,KIBUKU HC IV,HC IV,Government,MOH,Functional,NA,KIBUKU,KIBUKU,KIBUKU TOWN COUNCIL,exact_clean_name_match,109,Kibuku HC IV,HC IV,1,0,0,0,0.02303309,0.91171666,0.43913435,0.6754255,33.79967,1.05046,TRUE
HF1408,HF1408,110,Atutur HOSPITAL,ATUTUR HOSPITAL,General Hospital,Government,TESO,33.990778,1.412704,TRUE,facilities_master_by_facility_id,1,1,1,0,3,0.25,strong_hub_score_3,TRUE,TRUE,FALSE,TRUE,FALSE,79058,4387,21,0.078373,0.393554,Atutur HOSPITAL,ATUTUR HOSPITAL,General Hospital,Government,MOH,Functional,NA,KUMI,KUMI,ATUTUR,exact_clean_name_match,110,Atutur HOSPITAL,General Hospital,1,1,1,0,0.03084401,0.71361098,0.76825859,0.74093478,33.990778,1.412704,TRUE
HF1419,HF1419,111,Kumi HC IV,KUMI HC IV,HC IV,Government,TESO,33.97501,1.530615,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,139796,0,0,0.080432,0.399893,Kumi HC IV,KUMI HC IV,HC IV,Government,MOH,Functional,NA,KUMI,KUMI,ONGINO,exact_clean_name_match,111,Kumi HC IV,HC IV,0,0,0,0,0.03216419,0.73968318,0.78230144,0.76099231,33.97501,1.530615,TRUE
HF1421,HF1421,112,Kadami HOSPITAL,KADAMI HOSPITAL,General Hospital,Private Not For Profit,TESO,33.80859,1.34172,TRUE,facilities_master_by_facility_id,1,1,1,1,4,0,full_hub_score_4,TRUE,TRUE,TRUE,TRUE,TRUE,94576,155,4,0.087782,0.33037,Kadami HOSPITAL,KADAMI HOSPITAL,General Hospital,Private Not For Profit,Local Government,Functional,NA,KUMI,KUMI,MUKONGORO,exact_clean_name_match,112,Kadami HOSPITAL,General Hospital,1,1,1,1,0.029000540000000002,0.83275297,0.62828641,0.73051969,33.80859,1.34172,TRUE
HF1431,HF1431,113,Kumi NGO HOSPITAL,KUMI NGO HOSPITAL,General Hospital,Private Not For Profit,TESO,34.00482,1.55895,TRUE,facilities_master_by_facility_id,1,0,1,1,3,0.25,strong_hub_score_3,TRUE,TRUE,FALSE,TRUE,TRUE,21091,92,10,0.074611,0.419525,Kumi NGO HOSPITAL,KUMI NGO HOSPITAL,General Hospital,Private Not For Profit,NA,Functional,NA,KUMI,KUMI,ONGINO,exact_clean_name_match,113,Kumi NGO HOSPITAL,General Hospital,1,0,1,1,0.03130118,0.66597445,0.82579242,0.74588343,34.00482,1.55895,TRUE
HF1438,HF1438,114,Kaproron HC IV,KAPRORON HC IV,HC IV,Government,BUGISU,34.61584,1.42451,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,13961,0,0,0.040337,0.11597,Kaproron HC IV,KAPRORON HC IV,HC IV,Government,MOH,Functional,NA,KWEEN,KWEEN,KAPRORON,exact_clean_name_match,114,Kaproron HC IV,HC IV,0,0,0,0,0.00467788,0.23197802,0.15332385,0.19265094,34.61584,1.42451,TRUE
HF1475,HF1475,115,Kiyunga HC IV,KIYUNGA HC IV,HC IV,Government,BUSOGA,33.33111,0.76647,TRUE,facilities_master_by_facility_id,1,0,0,0,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,FALSE,220722,0,0,0.097935,0.367215,Kiyunga HC IV,KIYUNGA HC IV,HC IV,Government,MOH,Functional,NA,LUUKA,LUUKA,LUUKA TOWN COUNCIL,exact_clean_name_match,115,Kiyunga HC IV,HC IV,1,0,0,0,0.0359632,0.96131589,0.70990953,0.83561271,33.33111,0.76647,TRUE
HF1483,HF1483,116,Bugobero HC IV,BUGOBERO HC IV,HC IV,Government,BUGISU,34.25272,0.86533,TRUE,facilities_master_by_facility_id,1,1,0,0,2,0.5,partial_hub_score_2,TRUE,FALSE,FALSE,TRUE,FALSE,218236,0,0,0.080011,0.214444,Bugobero HC IV,BUGOBERO HC IV,HC IV,Government,MOH,Functional,NA,MANAFWA,BUBULO,BUGOBERO,exact_clean_name_match,116,Bugobero HC IV,HC IV,1,1,0,0,0.01715788,0.73435225,0.37147433,0.55291329,34.25272,0.86533,TRUE
HF1492,HF1492,117,Bubulo HC IV,BUBULO HC IV,HC IV,Government,BUGISU,34.28036,0.9567,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,168844,0,0,0.07311,0.214744,Bubulo HC IV,BUBULO HC IV,HC IV,Government,MOH,Functional,NA,MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,exact_clean_name_match,117,Bubulo HC IV,HC IV,0,0,0,0,0.01569993,0.64696795,0.37213893,0.50955344,34.28036,0.9567,TRUE
HF1515,HF1515,118,Kigandalo HC IV,KIGANDALO HC IV,HC IV,Government,BUSOGA,33.62108,0.38962,TRUE,facilities_master_by_facility_id,1,0,1,0,2,0.5,partial_hub_score_2,TRUE,FALSE,FALSE,TRUE,FALSE,215196,0,0,0.095305,0.343323,Kigandalo HC IV,KIGANDALO HC IV,HC IV,Government,MOH,Functional,NA,MAYUGE,BUNYA,KIGANDALO,exact_clean_name_match,118,Kigandalo HC IV,HC IV,1,0,1,0,0.0327204,0.92801337,0.65698133,0.79249735,33.62108,0.38962,TRUE
HF1524,HF1524,119,Bufumbo HC IV,BUFUMBO HC IV,HC IV,Government,BUGISU,34.23246,1.10115,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,132774,0,0,0.068653,0.201564,Bufumbo HC IV,BUFUMBO HC IV,HC IV,Government,MOH,Functional,NA,MBALE,BUNGOKHO,BUKONDE,exact_clean_name_match,119,Bufumbo HC IV,HC IV,0,0,0,0,0.01383797,0.59053094,0.34294113,0.46673603,34.23246,1.10115,TRUE
HF1530,HF1530,120,Busiu HC IV,BUSIU HC IV,HC IV,Government,BUGISU,34.160205,0.921866,TRUE,facilities_master_by_facility_id,1,1,0,0,2,0.5,partial_hub_score_2,TRUE,FALSE,FALSE,TRUE,FALSE,241986,0,0,0.083648,0.220916,Busiu HC IV,BUSIU HC IV,HC IV,Government,MOH,Functional,NA,MBALE,BUNGOKHO,BUSIU TOWN COUNCIL,exact_clean_name_match,120,Busiu HC IV,HC IV,1,1,0,0,0.01847918,0.78040596,0.38581182,0.58310889,34.160205,0.921866,TRUE
HF1532,HF1532,121,Cure Children's Hospital,CURE CHILDREN S HOSPITAL,General Hospital,Private Not For Profit,BUGISU,34.171724,1.073644,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,126686,5,72,0.075449,0.210671,Cure Children's Hospital,CURE CHILDREN S HOSPITAL,General Hospital,Private Not For Profit,NA,Functional,NA,MBALE,MBALE MUNICIPALITY,INDUSTRIAL DIVISON,exact_clean_name_match,121,Cure Children's Hospital,General Hospital,0,0,0,2,0.01589492,0.67658567,0.36311597,0.51985082,34.171724,1.073644,TRUE
HF1533,HF1533,122,Namatala HC IV,NAMATALA HC IV,HC IV,Government,BUGISU,34.16483,1.085432,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,297370,0,0,0.076949,0.238276,Namatala HC IV,NAMATALA HC IV,HC IV,Government,MOH,Functional,NA,MBALE,MBALE MUNICIPALITY,INDUSTRIAL DIVISON,exact_clean_name_match,122,Namatala HC IV,HC IV,0,0,0,0,0.0183351,0.6955795,0.42426961,0.55992456,34.16483,1.085432,TRUE
HF1547,HF1547,123,Buyinja HC IV,BUYINJA HC IV,HC IV,Government,BUSOGA,33.87629,0.3358,TRUE,facilities_master_by_facility_id,1,0,0,0,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,FALSE,390611,0,0,0.09854,0.406285,Buyinja HC IV,BUYINJA HC IV,HC IV,Government,MOH,Functional,NA,NAMAYINGO,BUKOOLI,NAMAYINGO TOWN COUNCIL,exact_clean_name_match,123,Buyinja  HC IV,HC IV,1,0,0,0,0.04003532,0.96897674,0.79646171,0.88271922,33.87629,0.3358,TRUE
